return_id,order_id,return_date,return_reason,refund_amount
R32231,O116679,2025-02-13,Late Delivery,33.69
R32232,O117282,2025-03-19,Damaged,149.72
R32233,O109695,2025-05-27,Size Issue,342.73
R32234,O107647,2025-05-07,Size Issue,307.89
R32235,O117990,2025-01-15,Size Issue,342.54
R32236,O120485,2025-06-07,Changed Mind,110.88
R32237,O121665,2025-05-30,Damaged,68.41
R32238,O109440,2025-05-09,Wrong Item,71.65
R32239,O110817,2025-02-15,Changed Mind,44.76
R32240,O112191,2025-04-17,Size Issue,349.67
R32241,O114672,2025-03-14,Not As Described,215.43
R32242,O118226,2025-06-04,Wrong Item,89.13
R32243,O107944,2025-04-22,Late Delivery,191.9
R32244,O116090,2025-03-01,Wrong Item,8.18
R32245,O112955,2025-02-23,Wrong Item,226.96
R32246,O101674,2025-02-22,Size Issue,123.79
R32247,O108115,2025-04-13,Size Issue,41.39
R32248,O112202,2025-01-28,Size Issue,327.64
R32249,O109249,2025-05-14,Damaged,340.13
R32250,O100360,2025-03-25,Size Issue,132.29
R32251,O110241,2025-02-13,Size Issue,30.57
R32252,O104466,2025-02-24,Late Delivery,22.85
R32253,O113494,2025-03-23,Late Delivery,51.44
R32254,O117358,2025-01-11,Changed Mind,336.28
R32255,O109914,2025-03-16,Not As Described,72.58
R32256,O106510,2025-07-04,Late Delivery,243.64
R32257,O112361,2025-06-22,Size Issue,127.38
R32258,O118194,2025-06-29,Changed Mind,228.0
R32259,O107706,2025-03-03,Changed Mind,59.16
R32260,O108283,2025-02-21,Size Issue,179.23
R32261,O105641,2025-04-25,Changed Mind,149.95
R32262,O104085,2025-02-02,Size Issue,319.96
R32263,O111232,2025-02-04,Changed Mind,64.82
R32264,O100196,2025-05-24,Changed Mind,167.85
R32265,O107613,2025-06-16,Wrong Item,253.12
R32266,O108321,2025-01-21,Changed Mind,242.53
R32267,O113006,2025-01-17,Size Issue,118.67
R32268,O113715,2025-02-26,Changed Mind,152.91
R32269,O108225,2025-03-27,Late Delivery,226.62
R32270,O112977,2025-04-15,Size Issue,302.58
R32271,O117188,2025-05-22,Changed Mind,258.71
R32272,O100291,2025-04-28,Damaged,108.07
R32273,O110744,2025-02-02,Not As Described,115.23
R32274,O105174,2025-07-03,Changed Mind,5.93
R32275,O106525,2025-04-15,Size Issue,148.03
R32276,O111258,2025-03-04,Wrong Item,326.83
R32277,O104157,2025-01-20,Damaged,178.2
R32278,O114254,2025-05-09,Size Issue,103.71
R32279,O101388,2025-01-11,Damaged,260.45
R32280,O104989,2025-02-15,Wrong Item,16.92
R32281,O105510,2025-05-27,Late Delivery,268.53
R32282,O105815,2025-04-20,Late Delivery,278.31
R32283,O110006,2025-05-02,Wrong Item,98.05
R32284,O102291,2025-07-04,Wrong Item,275.27
R32285,O119464,2025-06-24,Not As Described,103.57
R32286,O107854,2025-02-20,Wrong Item,245.84
R32287,O111044,2025-01-22,Changed Mind,164.32
R32288,O106275,2025-02-15,Damaged,135.6
R32289,O115357,2025-01-16,Changed Mind,229.14
R32290,O113537,2025-01-16,Not As Described,73.47
R32291,O111694,2025-06-09,Late Delivery,43.65
R32292,O112601,2025-04-03,Changed Mind,133.35
R32293,O109496,2025-03-09,Not As Described,46.54
R32294,O115909,2025-04-18,Size Issue,97.53
R32295,O105222,2025-04-24,Wrong Item,202.94
R32296,O111401,2025-02-11,Damaged,57.28
R32297,O118450,2025-01-25,Size Issue,118.0
R32298,O111637,2025-06-03,Size Issue,183.87
R32299,O102232,2025-04-10,Damaged,81.45
R32300,O109767,2025-02-27,Wrong Item,240.87
R32301,O107717,2025-04-22,Changed Mind,91.19
R32302,O101302,2025-05-27,Changed Mind,270.05
R32303,O111829,2025-06-06,Changed Mind,136.58
R32304,O114410,2025-01-15,Damaged,324.06
R32305,O121918,2025-01-10,Wrong Item,150.5
R32306,O106547,2025-04-04,Not As Described,197.45
R32307,O105527,2025-05-07,Late Delivery,96.74
R32308,O101309,2025-05-09,Changed Mind,30.43
R32309,O107087,2025-06-11,Changed Mind,158.44
R32310,O117968,2025-03-29,Not As Described,188.99
R32311,O111360,2025-01-15,Damaged,214.33
R32312,O119527,2025-01-23,Damaged,343.47
R32313,O106123,2025-02-01,Not As Described,119.65
R32314,O109361,2025-05-14,Not As Described,289.45
R32315,O117359,2025-03-11,Not As Described,302.68
R32316,O102893,2025-02-11,Changed Mind,216.37
R32318,O119095,2025-06-01,Wrong Item,314.45
R32319,O110528,2025-01-11,Not As Described,227.22
R32320,O120213,2025-01-14,Not As Described,91.74
R32321,O110950,2025-05-06,Size Issue,245.76
R32322,O102331,2025-03-04,Wrong Item,198.29
R32323,O106597,2025-06-14,Size Issue,72.92
R32324,O106165,2025-05-06,Damaged,138.66
R32325,O107746,2025-01-30,Changed Mind,24.48
R32326,O115077,2025-02-25,Not As Described,115.51
R32327,O101896,2025-01-16,Size Issue,98.8
R32328,O107268,2025-06-24,Wrong Item,115.27
R32329,O116241,2025-05-03,Late Delivery,136.39
R32330,O118084,2025-02-20,Damaged,342.42
R32331,O110423,2025-02-18,Changed Mind,216.03
R32332,O111750,2025-01-31,Late Delivery,217.47
R32333,O106049,2025-02-04,Wrong Item,307.75
R32334,O100377,2025-03-01,Size Issue,57.82
R32335,O104232,2025-05-26,Late Delivery,128.84
R32336,O101775,2025-04-15,Not As Described,235.6
R32337,O103987,2025-06-01,Late Delivery,190.84
R32338,O121773,2025-01-18,Size Issue,307.75
R32339,O106000,2025-05-18,Not As Described,22.78
R32340,O117907,2025-05-08,Changed Mind,19.75
R32341,O114283,2025-01-27,Size Issue,205.15
R32342,O119050,2025-06-24,Changed Mind,182.04
R32343,O111713,2025-04-17,Late Delivery,232.71
R32344,O100838,2025-05-14,Not As Described,25.61
R32345,O112417,2025-02-13,Size Issue,203.28
R32346,O106907,2025-02-24,Late Delivery,103.86
R32347,O103498,2025-02-07,Damaged,119.52
R32348,O117429,2025-01-14,Wrong Item,10.32
R32349,O106174,2025-03-13,Not As Described,130.72
R32350,O117921,2025-03-29,Changed Mind,259.8
R32351,O102918,2025-03-20,Changed Mind,321.71
R32352,O117323,2025-04-22,Changed Mind,126.18
R32353,O105965,2025-02-05,Not As Described,85.26
R32354,O108179,2025-05-14,Not As Described,193.73
R32355,O114020,2025-02-05,Late Delivery,87.67
R32356,O102465,2025-06-02,Not As Described,112.86
R32357,O114064,2025-02-19,Damaged,201.09
R32358,O105386,2025-05-28,Late Delivery,209.88
R32359,O121067,2025-01-25,Size Issue,191.16
R32360,O110717,2025-05-09,Size Issue,159.7
R32361,O111990,2025-01-09,Size Issue,33.04
R32362,O109441,2025-05-04,Not As Described,193.73
R32363,O113210,2025-03-14,Late Delivery,144.08
R32364,O109107,2025-03-27,Wrong Item,36.23
R32365,O100862,2025-03-11,Damaged,325.5
R32366,O119631,2025-04-22,Wrong Item,134.18
R32367,O101160,2025-01-21,Not As Described,102.14
R32368,O104149,2025-02-14,Changed Mind,21.37
R32369,O118158,2025-03-06,Late Delivery,128.76
R32370,O106239,2025-03-26,Damaged,290.14
R32371,O100406,2025-03-24,Size Issue,55.86
R32372,O112603,2025-02-10,Late Delivery,223.43
R32373,O110972,2025-02-24,Not As Described,273.35
R32374,O102505,2025-04-10,Not As Described,193.6
R32375,O103395,2025-02-13,Late Delivery,155.71
R32376,O105092,2025-01-31,Not As Described,79.97
R32377,O105351,2025-06-22,Not As Described,143.32
R32378,O110634,2025-04-19,Wrong Item,242.24
R32379,O116656,2025-01-11,Changed Mind,75.11
R32380,O103894,2025-02-13,Changed Mind,185.88
R32381,O108274,2025-04-05,Changed Mind,237.34
R32382,O100581,2025-02-23,Size Issue,174.84
R32383,O116941,2025-03-03,Late Delivery,117.17
R32384,O112544,2025-06-07,Size Issue,29.25
R32385,O112310,2025-03-18,Wrong Item,264.99
R32386,O120860,2025-01-29,Size Issue,320.12
R32387,O107486,2025-02-13,Not As Described,261.12
R32388,O113585,2025-06-27,Size Issue,59.08
R32389,O119253,2025-01-12,Damaged,170.88
R32390,O117499,2025-06-06,Wrong Item,175.43
R32391,O118413,2025-03-18,Late Delivery,198.37
R32392,O112053,2025-03-27,Damaged,240.82
R32393,O114195,2025-05-02,Size Issue,188.18
R32394,O117865,2025-05-09,Changed Mind,199.17
R32395,O109782,2025-02-23,Damaged,15.63
R32396,O110026,2025-04-14,Not As Described,203.61
R32397,O116214,2025-06-14,Size Issue,30.19
R32398,O119640,2025-01-13,Changed Mind,203.21
R32399,O108820,2025-03-02,Late Delivery,319.49
R32400,O107256,2025-06-29,Wrong Item,288.78
R32401,O108135,2025-02-23,Wrong Item,86.09
R32402,O121362,2025-04-25,Changed Mind,21.04
R32403,O104588,2025-06-21,Wrong Item,332.68
R32404,O116200,2025-06-17,Changed Mind,134.36
R32405,O118736,2025-04-08,Late Delivery,240.22
R32406,O103451,2025-03-29,Wrong Item,239.04
R32407,O111703,2025-02-01,Late Delivery,221.48
R32408,O110102,2025-03-06,Not As Described,199.2
R32409,O107877,2025-02-10,Damaged,246.93
R32410,O102437,2025-05-08,Changed Mind,12.91
R32411,O101992,2025-04-22,Wrong Item,296.87
R32412,O106218,2025-01-28,Not As Described,339.44
R32413,O100222,2025-06-23,Damaged,155.11
R32414,O119523,2025-05-07,Late Delivery,296.0
R32415,O112484,2025-06-11,Not As Described,30.13
R32416,O107635,2025-03-25,Late Delivery,308.05
R32417,O110072,2025-05-30,Damaged,167.29
R32418,O100881,2025-01-14,Size Issue,276.17
R32419,O115596,2025-06-30,Not As Described,214.04
R32420,O113411,2025-02-11,Late Delivery,67.99
R32421,O109229,2025-03-18,Size Issue,204.86
R32422,O111437,2025-04-06,Wrong Item,86.59
R32423,O101108,2025-07-04,Not As Described,37.3
R32424,O118800,2025-04-09,Damaged,66.77
R32425,O106162,2025-06-06,Damaged,320.47
R32426,O118139,2025-05-26,Damaged,97.67
R32427,O113151,2025-04-07,Wrong Item,252.96
R32428,O102805,2025-02-05,Damaged,228.54
R32429,O117284,2025-04-15,Late Delivery,235.52
R32430,O111863,2025-01-17,Wrong Item,241.81
R32431,O103709,2025-02-10,Changed Mind,310.93
R32432,O109812,2025-02-04,Not As Described,185.23
R32433,O111666,2025-02-04,Wrong Item,143.6
R32434,O112402,2025-06-04,Wrong Item,341.18
R32435,O106881,2025-06-27,Damaged,273.65
R32436,O110650,2025-02-05,Not As Described,19.1
R32437,O111467,2025-03-30,Late Delivery,163.29
R32438,O101407,2025-05-25,Late Delivery,347.62
R32439,O108585,2025-06-05,Damaged,73.29
R32440,O116291,2025-01-31,Wrong Item,13.4
R32441,O118555,2025-02-20,Size Issue,19.48
R32442,O116699,2025-04-28,Damaged,43.89
R32443,O100260,2025-05-26,Size Issue,297.81
R32444,O113549,2025-04-21,Not As Described,163.63
R32445,O114871,2025-03-22,Not As Described,286.46
R32446,O120023,2025-06-12,Changed Mind,208.73
R32447,O117851,2025-05-25,Size Issue,9.75
R32448,O105497,2025-04-23,Damaged,147.49
R32449,O113635,2025-03-14,Size Issue,22.97
R32450,O120452,2025-05-10,Not As Described,142.65
R32451,O115861,2025-05-30,Not As Described,171.11
R32452,O114660,2025-04-27,Late Delivery,33.99
R32453,O106875,2025-05-19,Late Delivery,67.6
R32454,O121857,2025-06-29,Changed Mind,254.61
R32455,O107997,2025-04-25,Size Issue,248.95
R32456,O114282,2025-02-09,Late Delivery,77.22
R32457,O105693,2025-03-03,Size Issue,332.08
R32458,O117018,2025-05-06,Not As Described,324.11
R32459,O104856,2025-04-15,Size Issue,169.92
R32460,O114319,2025-01-23,Late Delivery,35.23
R32461,O113274,2025-01-10,Damaged,138.66
R32462,O119410,2025-05-16,Late Delivery,250.39
R32463,O102781,2025-05-22,Not As Described,158.39
R32464,O115910,2025-03-17,Changed Mind,7.43
R32465,O101842,2025-03-28,Wrong Item,163.36
R32466,O113955,2025-05-04,Damaged,319.72
R32467,O116023,2025-03-15,Late Delivery,193.39
R32468,O120520,2025-01-14,Damaged,190.33
R32469,O117422,2025-05-18,Damaged,188.52
R32470,O106322,2025-03-08,Wrong Item,178.38
R32471,O103181,2025-04-30,Size Issue,286.03
R32472,O100076,2025-06-25,Late Delivery,248.21
R32473,O109810,2025-05-30,Wrong Item,28.62
R32474,O105787,2025-01-30,Not As Described,346.44
R32475,O113671,2025-06-01,Size Issue,227.42
R32476,O103351,2025-02-05,Wrong Item,314.6
R32477,O121878,2025-06-03,Wrong Item,13.23
R32479,O113567,2025-05-13,Wrong Item,101.5
R32480,O107508,2025-03-23,Wrong Item,207.07
R32481,O105165,2025-06-15,Wrong Item,56.81
R32482,O106059,2025-06-02,Damaged,54.66
R32483,O101810,2025-02-10,Size Issue,207.79
R32484,O120405,2025-01-29,Wrong Item,46.77
R32485,O117055,2025-04-29,Changed Mind,198.54
R32486,O101046,2025-03-25,Late Delivery,59.88
R32487,O116750,2025-01-19,Size Issue,298.27
R32488,O106834,2025-01-20,Wrong Item,207.4
R32489,O115964,2025-04-21,Size Issue,56.1
R32490,O102518,2025-06-03,Damaged,322.59
R32491,O110919,2025-05-23,Late Delivery,273.23
R32492,O111002,2025-02-28,Wrong Item,97.14
R32493,O121686,2025-04-18,Damaged,237.92
R32494,O119714,2025-06-12,Late Delivery,20.05
R32495,O108832,2025-06-17,Late Delivery,109.68
R32496,O106743,2025-02-09,Size Issue,242.71
R32497,O113816,2025-02-27,Wrong Item,7.68
R32498,O111314,2025-04-01,Damaged,152.06
R32499,O121721,2025-03-07,Damaged,85.41
R32500,O105375,2025-03-20,Changed Mind,117.96
R32501,O117810,2025-05-26,Late Delivery,313.88
R32502,O118811,2025-03-17,Changed Mind,32.19
R32503,O103643,2025-05-18,Changed Mind,194.95
R32504,O104985,2025-04-29,Wrong Item,248.87
R32505,O110606,2025-03-18,Late Delivery,160.44
R32506,O113077,2025-05-02,Size Issue,179.5
R32507,O119509,2025-01-18,Size Issue,279.19
R32509,O111083,2025-02-17,Changed Mind,15.12
R32510,O118966,2025-02-07,Size Issue,150.07
R32511,O106655,2025-03-06,Changed Mind,308.8
R32512,O106220,2025-06-03,Changed Mind,180.04
R32513,O120619,2025-05-23,Changed Mind,169.57
R32514,O113166,2025-04-23,Changed Mind,59.89
R32515,O100926,2025-03-30,Size Issue,279.12
R32516,O113549,2025-03-19,Not As Described,223.38
R32517,O113018,2025-04-28,Damaged,238.96
R32518,O113389,2025-02-24,Damaged,118.32
R32519,O116971,2025-02-14,Wrong Item,324.69
R32520,O117874,2025-01-10,Not As Described,309.94
R32521,O103331,2025-02-20,Not As Described,262.92
R32522,O105551,2025-01-24,Late Delivery,57.37
R32523,O111677,2025-02-19,Wrong Item,319.44
R32524,O112110,2025-02-28,Late Delivery,107.71
R32525,O105987,2025-05-13,Changed Mind,99.63
R32526,O121904,2025-07-02,Late Delivery,124.93
R32528,O120995,2025-01-11,Wrong Item,192.77
R32529,O117602,2025-04-09,Changed Mind,71.38
R32530,O103425,2025-04-02,Late Delivery,49.91
R32531,O112121,2025-01-08,Late Delivery,179.03
R32532,O117546,2025-03-02,Changed Mind,321.96
R32533,O103855,2025-03-04,Changed Mind,347.44
R32534,O114325,2025-01-08,Size Issue,121.99
R32535,O106764,2025-01-23,Late Delivery,346.5
R32536,O113612,2025-01-13,Size Issue,100.43
R32537,O101105,2025-01-12,Wrong Item,124.16
R32538,O103695,2025-05-28,Not As Described,56.69
R32539,O115510,2025-05-20,Size Issue,240.44
R32540,O109994,2025-04-14,Damaged,240.4
R32541,O104918,2025-03-12,Damaged,125.14
R32542,O111257,2025-03-23,Not As Described,348.85
R32543,O111235,2025-04-21,Late Delivery,316.46
R32544,O110288,2025-05-04,Not As Described,188.02
R32545,O118270,2025-03-10,Changed Mind,71.95
R32546,O111170,2025-06-08,Size Issue,21.98
R32547,O101519,2025-02-05,Changed Mind,151.8
R32548,O120914,2025-06-13,Late Delivery,242.87
R32549,O118011,2025-01-09,Size Issue,227.63
R32550,O118846,2025-01-08,Size Issue,236.19
R32551,O103598,2025-05-20,Changed Mind,256.45
R32552,O112792,2025-05-21,Damaged,155.56
R32553,O107369,2025-06-03,Changed Mind,213.6
R32554,O107201,2025-06-02,Damaged,295.93
R32555,O116702,2025-01-31,Wrong Item,292.73
R32556,O107719,2025-02-08,Not As Described,189.32
R32557,O121656,2025-03-13,Late Delivery,71.78
R32558,O116297,2025-02-07,Wrong Item,277.11
R32559,O112621,2025-04-21,Not As Described,312.58
R32560,O118133,2025-01-08,Late Delivery,103.67
R32561,O101226,2025-01-13,Not As Described,169.59
R32562,O101744,2025-06-05,Wrong Item,21.22
R32563,O101756,2025-01-31,Changed Mind,78.51
R32564,O112685,2025-04-16,Damaged,26.9
R32565,O115571,2025-06-02,Size Issue,42.11
R32566,O117111,2025-06-17,Damaged,247.13
R32567,O112661,2025-02-15,Damaged,296.56
R32568,O102082,2025-03-09,Late Delivery,344.92
R32569,O111333,2025-02-12,Size Issue,110.06
R32570,O117706,2025-07-02,Changed Mind,17.22
R32571,O109835,2025-05-14,Wrong Item,79.1
R32572,O101683,2025-02-28,Size Issue,49.1
R32573,O120928,2025-05-04,Wrong Item,298.19
R32574,O107347,2025-06-05,Changed Mind,64.76
R32575,O102822,2025-06-29,Late Delivery,12.23
R32576,O120314,2025-05-24,Not As Described,114.67
R32577,O111251,2025-06-04,Size Issue,160.43
R32578,O120506,2025-05-05,Not As Described,208.99
R32579,O109005,2025-06-15,Size Issue,196.9
R32580,O121840,2025-01-19,Wrong Item,225.89
R32581,O109148,2025-04-17,Damaged,105.11
R32582,O103080,2025-01-10,Not As Described,73.02
R32583,O102670,2025-05-26,Wrong Item,220.5
R32584,O104653,2025-04-04,Changed Mind,308.07
R32585,O105797,2025-03-25,Damaged,291.98
R32586,O108186,2025-05-27,Size Issue,284.51
R32587,O102376,2025-01-29,Not As Described,320.36
R32588,O111104,2025-05-28,Size Issue,92.63
R32589,O118884,2025-04-26,Not As Described,140.43
R32590,O115709,2025-05-10,Late Delivery,243.92
R32591,O107046,2025-03-15,Late Delivery,76.43
R32592,O106762,2025-04-17,Size Issue,45.96
R32593,O102476,2025-03-11,Not As Described,76.0
R32594,O103661,2025-01-18,Size Issue,298.61
R32595,O115677,2025-01-20,Not As Described,180.68
R32596,O116122,2025-01-13,Changed Mind,178.58
R32597,O104450,2025-06-09,Late Delivery,298.58
R32598,O110374,2025-06-07,Damaged,36.77
